Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs1551961	SNP	rs1551961	296	0.5	7142197	17.67	9.29	26.96	7082198	9.51913228522269	18.3659986379524	27.7339290387712
rs2127063	SNP	rs2127063	296	0.44	7152170	17.8	9.29	26.96	7092171	9.5317935408088	18.3809115048768	27.754979141384
D16S3088	STS	AFMB281ZE9	790	0.69	7215783	17.8	9.29	26.96	7155685	9.60323216051014	18.4839788121808	27.8860336138454
rs1922585	SNP	rs1922585	233	0.39	7286821	18.07	9.29	26.96	7226822	9.67578798649619	18.5930937813176	28.023592126466
D16S509	STS	AFM308YF9	120	0.63	7366833	18.08	9.29	26.96	7306720	9.84594028562344	18.7027932466042	28.1764261432126
D16S3092	STS	AFM212ZC5	115	0.56	7559265	18.09	9.29	26.96	7499206	10.3265473502409	19.1581424422895	28.5893561217946
rs1395579	SNP	TSC0571469	224	0.34	7587734	18.09	9.29	26.98	7527735	10.3984745881330	19.2295307218562	28.6512492291678
rs1507031	SNP	TSC0757327	295	0.49	7611378	18.21	9.99	26.98	7551379	10.4580280679388	19.2888610791214	28.7028493265366
rs1034977	SNP	TSC0339175	120	0.14	7632494	19.24	10.89	28.13	7572495	10.5009989032371	19.3441405283754	28.7598970641295
D16S418	STS	AFM225XD2	1083	0.87	7639751	19.24	10.89	28.13	7579707	10.5157668210132	19.3631385849788	28.7795028337692
D16S3108	STS	AFMB348WC9	678	0.56	7713454	19.24	10.89	28.13	7653411	10.6686476710753	19.5577805968778	28.9871289053127
rs1019141	SNP	rs1019141	274	0.5	7718287	19.24	11.03	28.13	7658288	10.6788173761090	19.570628758379	29.0011688408185
rs763648	SNP	rs763648	165	0.47	7728758	19.24	11.03	28.13	7668759	10.7008506849043	19.5984651124199	29.0315872485737
rs763649	SNP	rs763649	210	0.49	7729145	19.24	11.03	28.13	7669146	10.7016650188269	19.5994939223725	29.0327114892194
rs763650	SNP	rs763650	127	0.47	7729221	19.24	11.03	28.13	7669222	10.7018249397006	19.5996959625699	29.0329322703282
D16S502	STS	AFM266XG9	145	0.67	7920166	19.75	11.03	29.28	7860107	11.1826431425911	20.1590543771338	29.773116406684
D16S675	STS	UT5069	86	0.54	7969794	19.75	11.03	29.28	7909736	11.2888522874712	20.3273916439205	30.0187427374017
rs1507038	SNP	rs1507038	213	0.5	8035775	19.75	11.03	29.28	7975776	11.4345416433677	20.5825997284601	30.4340998927436
rs1532930	SNP	rs1532930	223	0.51	8089203	19.75	11.03	29.28	8029204	11.5573120153894	20.7969188852395	30.8113128122991
D16S495	STS	AFM199ZB10	149	0.75	8155250	20.81	11.58	29.28	8095249	11.7036655063171	21.0399947690493	31.2044663273056
D16S3052	STS	AFMA272WC5	162	0.86	8172759	20.81	11.58	29.28	8112623	11.7412006076517	21.0987755010323	31.2930862008813
rs997097	SNP	rs997097	308	0.48	8219131	20.81	11.58	31.07	8159132	11.8409889417550	21.2535995574121	31.5252144446843
rs982488	SNP	rs982488	133	0.29	8301134	20.81	11.58	31.07	8241135	12.0486872343054	21.5329649718781	31.933316427608
rs982487	SNP	rs982487	152	0.32	8301183	20.81	11.58	31.07	8241184	12.0488207977221	21.5331264693559	31.9335371731487
D16S513	STS	AFM321TH5	155	0.75	8313954	20.81	11.58	31.95	8253929	12.083631785375	21.5752179854486	31.9910706690684
D16S768	STS	GATA70B04	44	0.83	8371609	20.9	11.65	31.95	8311610	12.2374249628075	21.7673898258885	32.2282999902902
rs881899	SNP	TSC0218309	224	0.3	8408007	22	12.83	31.97	8348008	12.3334531318273	21.8881696189738	32.3664790188795
D16S406	STS	AFM079YH3	733	0.82	8452563	22.02	12.83	31.98	8392477	12.4528898975713	22.0302466516996	32.5314869707608
rs1868982	SNP	TSC0867505	307	0.36	8482610	22.02	12.83	31.98	8422611	12.5316736916074	22.1185279005616	32.6324232575746
rs1528347	SNP	TSC0798234	259	0.42	8499511	22.02	12.83	31.98	8439512	12.5756819423514	22.1668735762817	32.687398134256
rs933488	SNP	rs933488	286	0.51	8696378	22.02	12.83	31.98	8603879	13.1419579035353	22.7249976694514	33.2534230716023
rs1379	SNP	WIAF-3324	46	0.24	8743227	22.02	12.83	31.98	8650728	13.2616785376406	22.8596804609613	33.3745187645089
rs6497327	SNP	rs6497327	351	0.52	8790884	22.02	12.83	31.98	8698385	13.3771158307335	22.9772757275209	33.4741103435667
rs1273394	SNP	rs1273394	247	0.47	8813287	22.02	12.83	31.98	8720788	13.4310830413360	23.0258428351898	33.51336515747
D16S3020	STS	AFMA128XG9	158	0.77	8866079	23.06	14.23	32.05	8773284	13.5715212374629	23.1356187639589	33.5950127966802
rs1864	SNP	WIAF-3828	142	0.53	8889533	23.06	14.23	32.47	8797034	13.6351744903255	23.1841629099879	33.6280058523848
D16S678	STS	UT1547	73	0.77	9292396	23.08	14.23	32.56	9199871	14.6723690725866	23.9275281784069	33.8936114252342
D16S687	STS	UT7613	67	0.8	9344507	23.08	14.23	32.6	9251933	14.8242861701470	24.0257284377854	33.9245562863821
D16S3087	STS	AFMB083ZE1	122	0.62	9381808	23.1	14.25	32.64	9289164	14.9350573293511	24.1020829105734	33.9530508872732
rs720763	SNP	rs720763	156	0.35	9566074	24.15	15.63	33.29	9473575	15.4789246976859	24.5001118810348	34.1093420600457
rs1074042	SNP	rs1074042	88	0.38	9654056	24.15	15.63	33.29	9561557	15.7496599630889	24.6872614634827	34.1984487745594
D16S404	STS	AFM056YF6	911	0.79	9718395	24.15	15.63	33.29	9625612	15.9402421072671	24.8272602300206	34.2738279131416
rs1420040	SNP	rs1420040	238	0.52	9850397	25.2	17.03	33.29	9757898	16.3457497543900	25.1262555494868	34.3887528596803
D16S3126	STS	AFMA041YF1	163	0.86	10073593	25.2	17.03	33.29	9980990	17.0050008399864	25.6345933031931	34.7325190099695
D16S3064	STS	AFMA312WA5	182	0.89	10082022	25.2	17.03	33.29	9989384	17.0287354829502	25.6553893584796	34.7502066558729
rs2352743	SNP	rs2352743	232	0.56	10172768	25.25	17.1	33.74	10080269	17.2854663960272	25.8733052107884	34.8791179014562
rs4780793	SNP	rs4780793	241	0.44	10182484	25.25	17.1	33.74	10089985	17.3136583592202	25.8971949290316	34.8995942338711
rs4533282	SNP	rs4533282	362	0.53	10198567	25.25	17.1	33.74	10106068	17.3603248211422	25.9367398383055	34.933488928625
rs1366076	SNP	rs1366076	126	0.31	10263950	25.25	17.1	33.74	10171451	17.5730154838478	26.0988588630752	35.0600899066955
D16S677	STS	UT1026	22	0.77	10297514	25.73	17.77	33.94	10205002	17.6642092221886	26.1830590183748	35.1234532477972
rs2024495	SNP	rs2024495	252	0.52	10409611	26.07	18.04	34.44	10317112	17.9263878720925	26.4612734583851	35.3803128220982
D16S446	STS	MFD272	259	0.36	10564579	26.07	18.04	34.52	10472079	18.2385302343385	26.826390530074	35.822339851294
rs10221	SNP	rs10221	254	0.49	10577295	26.07	18.04	34.52	10484796	18.2605227376212	26.8555501999794	35.8588998922961
rs1875928	SNP	rs1875928	125	0.34	10621885	26.07	18.04	34.52	10529386	18.3402344146023	26.9577096423238	35.9936086723482
D16S3078	STS	AFMB048ZD1	326	0.28	10940497	27.35	19.36	35.99	10847970	19.0092755917972	27.6717753932298	36.8883744830242
rs1035089	SNP	TSC0339341	323	0.52	11048350	27.64	19.36	36.48	10955851	19.2769837625803	27.9127167681727	37.1715218663039
D16S414	STS	AFM205ZA11	137	0.66	11052781	27.64	19.36	36.48	10960146	19.2875569472328	27.9224917108988	37.1823756089914
D16S497	STS	AFM218YA11	171	0.73	11080517	27.64	19.36	36.48	10987949	19.3571622813655	27.9870493743713	37.2517674281521
rs876476	SNP	TSC0208389	226	0.45	11150248	27.64	19.36	36.48	11057749	19.5363553124794	28.1528332221044	37.4214897363729
rs887864	SNP	TSC0156396	209	0.36	11158885	27.64	19.36	36.48	11066386	19.5575811583646	28.1722513270911	37.4404982858787
rs741175	SNP	TSC0106672	248	0.42	11159685	27.64	19.36	36.48	11067186	19.5595471971174	28.1740499242880	37.4422589480999
D16S3122	STS	AFM088XC1	818	0.64	11214644	27.64	19.36	36.48	11122138	19.6759339917801	28.2977372429752	37.5518503302281
D16S519	STS	AFMA133XF5	1044	0.83	11286326	27.64	19.36	36.48	11193826	19.8556844123671	28.457447760359	37.6610049861259
D16S2640	STS	UT1334	22	0.37	11417773	27.78	19.56	36.48	11325194	20.267781805308	28.7299410629846	37.7295716767730
rs918738	SNP	rs918738	275	0.49	11439679	28.02	20.11	36.48	11347180	20.3378208976746	28.7737718344173	37.7360785602835
D16S2613	STS	ATA10H10	121	0.7	11594313	28.46	20.84	36.51	11501677	20.77061314609	29.0631595570706	37.7801786966602
rs933573	SNP	rs933573	304	0.49	11793395	28.66	21.21	36.82	11700896	21.3868519102493	29.3727884380507	37.8533164081054
rs8050550	SNP	rs8050550	98	0.14	11843992	29.28	22.31	36.82	11751493	21.5372351523524	29.4357214101634	37.8727289800205
rs2215928	SNP	rs2215928	352	0.52	11927918	29.28	22.31	36.82	11835419	21.8072459641344	29.5261770570746	37.9007319911694
D16S3114	STS	AFMC010ZE1	154	0.94	12045438	29.28	22.31	36.82	11952772	22.21663706794	29.6784293453175	37.9334120933152
D16S748	STS	ATA3A07	1046	0.83	12139445	29.28	22.31	36.82	12046946	22.5301435647908	29.8176543148039	37.9575345960808
D16S3075	STS	AFMB019ZH9	157	0.74	12209203	29.46	22.65	36.82	12116698	22.7525843235600	29.939608487417	37.9780975874028
D16S3047	STS	AFMA239ZH5	410	0.67	12483984	29.46	22.65	36.82	12391378	23.529342420343	30.579298975612	38.4878758773184
rs1035579	SNP	rs1035579	197	0.45	12531159	29.73	23.03	36.82	12438660	23.6429388086502	30.7018806784223	38.6078971090330
D16S3102	STS	AFMB334WH1	919	0.69	12557621	29.91	23.29	37.04	12464955	23.70674368494	30.7753047593541	38.6504217730508
D16S3069	STS	AFMA352YC5	384	0.8	12575209	29.91	23.29	37.04	12482709	23.7491516724007	30.8241061627034	38.6786858419323
rs190013	SNP	rs190013	167	0.43	12620829	30	23.53	37.04	12528330	23.8513817525688	30.9524409910963	38.8330367784236
rs10492794	SNP	rs10492794	191	0.38	12639850	30	23.53	37.58	12547351	23.8934656193999	31.0060714166555	38.9030298025555
rs2856775	SNP	rs2856775	136	0.28	12643504	30	24.86	37.58	12551005	23.9015094516810	31.0170096912715	38.9173694895086
rs9452	SNP	rs9452	31	0.15	12667789	32.04	24.86	39.03	12575290	23.9543845992266	31.0988656664677	39.0255503298186
D16S3062	STS	AFMA305XB1	134	0.81	13019273	32.24	24.86	40.52	12926682	24.5636174020639	32.3897697324182	40.9155012586433
rs1898680	SNP	rs1898680	143	0.28	13272681	33.25	24.86	42.23	13180182	24.8341389877048	33.2016283760848	42.1805687951428
D16S292	STS	P16AC2.3	388	0.71	13294222	33.25	24.86	42.23	13201722	24.8516988933835	33.2792179625298	42.3064535306768
rs1002970	SNP	rs1002970	183	0.43	13432333	33.71	24.86	42.95	13339834	24.9187588457804	33.6785778150283	42.9635044513001
rs734826	SNP	rs734826	214	0.54	13490380	33.71	24.86	42.95	13397881	24.9438924937795	33.8202632520210	43.2639188099543
rs1001937	SNP	rs1001937	153	0.49	13531512	33.71	24.86	42.95	13439013	24.9620882726838	33.8939440364592	43.383784338371
rs1547405	SNP	rs1547405	206	0.48	13595351	33.71	24.86	42.95	13502852	24.9928599948526	34.0102501581254	43.5625435630114
D16S500	STS	AFM112XG5	163	0.81	13703763	33.71	24.86	42.95	13611263	25.0713849735833	34.2277891657795	43.8939853130892
rs1158123	SNP	rs1158123	234	0.48	13708865	33.71	24.86	42.95	13616366	25.0752965596175	34.2373678185123	43.9090478816179
D16S49	STS	CRI-O114	159	0.47	13740644	33.71	24.86	42.95	13648144	25.0982573955258	34.2953854085891	43.9881185583746
D16S2619	STS	GATA62G05	143	0.77	13742507	33.71	24.86	42.95	13650008	25.0993204717867	34.2984548643244	43.9897798613511
D16S680	STS	UT1952	55	0.72	13891512	33.71	24.86	42.95	13798913	25.1822079116057	34.5092616765125	44.0552363326916
rs722240	SNP	rs722240	19	0.03	13933463	33.71	24.86	42.95	13840964	25.2047652959666	34.5305547055764	44.0623834519247
rs1424281	SNP	rs1424281	66	0.12	13934065	33.71	24.86	42.95	13841566	25.2050791274050	34.5306802238394	44.0624726640716
rs957078	SNP	rs957078	197	0.37	14019704	33.71	24.86	42.95	13927205	25.2510416569488	34.5457212911146	44.0750942656504
rs1799801	SNP	rs1799801	246	0.39	14041958	33.71	24.86	42.95	13949459	25.262963913686	34.548804444667	44.0783085236716
rs1794230	SNP	rs1794230	209	0.53	14116131	33.71	24.86	42.95	14023632	25.3035550430220	34.557359097312	44.0886420444705
rs724015	SNP	rs724015	54	0.17	14229099	33.71	24.86	42.95	14136600	25.365923090906	34.5690866935872	44.1052472160953
D16S3079	STS	AFMB053YC9	947	0.76	14435085	34.01	25.99	42.95	14342548	25.4494677485435	34.5904956234987	44.1543659948603
rs1741	SNP	WIAF-3705	65	0.28	15130351	34.06	26.03	42.95	15037852	25.9744291362068	34.7279478656976	44.4105561344056
rs1121	SNP	WIAF-1614	75	0.3	15131076	34.06	26.03	42.95	15038577	25.9752559378113	34.7280972621592	44.4109546402476
rs2740	SNP	WIAF-510	75	0.3	15132108	34.07	26.03	42.95	15039609	25.9764328471297	34.7283099202948	44.4115218927011
rs2384933	SNP	TSC1575082	202	0.4	15816146	34.56	26.03	43.05	15723647	26.9781430363279	35.5284619919519	44.7562559362506
D16S3060	STS	AFMA302VF9	132	0.82	15860105	34.58	26.57	43.24	15767591	27.0571128725538	35.59783398308	44.8171235223087
rs1569300	SNP	TSC0463300	240	0.32	15870748	34.58	26.64	43.26	15778249	27.0741447466494	35.6160063447462	44.833680898543
D16S3127	STS	AFM088ZA1	333	0.39	15870885	34.58	26.64	43.26	15778364	27.0743639862201	35.616240265027	44.8338940302299
D16S405	STS	AFM070YA1	143	0.79	15882588	34.58	26.64	43.26	15790047	27.0930921664832	35.6362225208364	44.8521004545528
rs215569	SNP	rs215569	208	0.53	15951210	34.58	26.64	43.26	15858711	27.2141309498858	35.7567258450481	44.9601394136295
rs3851713	SNP	rs3851713	178	0.32	16184873	36.21	28.29	44.81	16092374	27.6794290733990	36.1900838521432	45.361221687286
rs2283512	SNP	rs2283512	244	0.38	16220202	36.21	28.29	44.81	16127703	27.7494342455463	36.2551052368184	45.4281049887516
rs212090	SNP	rs212090	259	0.49	16236004	36.56	28.29	45.32	16143505	27.7833874265578	36.2836878881922	45.4555172688958
D16S79	STS	16AC66F3	357	0.8	16654873	36.77	28.29	45.63	16562373	28.6190950556623	37.0789672260894	46.2986312396004
rs1472426	SNP	rs1472426	305	0.51	17192434	37.37	29.97	46.1	17099935	29.6922296794769	38.1206401131521	47.4421430682221
rs936347	SNP	rs936347	255	0.47	17270795	37.51	29.97	46.32	17178296	29.8175852775713	38.2302012785160	47.5687301643982
rs722074	SNP	rs722074	244	0.47	17334371	37.74	29.97	46.34	17241872	29.9111263540554	38.3255972495621	47.6641739742928
rs1457907	SNP	rs1457907	238	0.49	17346236	37.74	29.97	46.34	17253737	29.9292533923568	38.3435272364079	47.6806938935201
rs1379652	SNP	rs1379652	281	0.52	17396598	37.74	29.97	46.34	17304099	30.0064284249049	38.4151240191247	47.7525675743846
D16S3103	STS	AFMB337ZC9	715	0.82	17473552	37.87	29.97	46.57	17380963	30.1264583137873	38.5205216172703	47.8632039320693
D16S3017	STS	AFMA104YE9	139	0.64	17479024	37.87	29.97	46.57	17386415	30.1350963317042	38.5281589062638	47.8709721582698
MFD180	STS	MFD180	116	0.69	17876961	38.53	30.35	47.48	17784461	30.8063183728242	39.1999137749019	48.5181302320144
D16S287	STS	D16S287	478	0.8	17908793	38.53	30.35	47.48	17816294	30.8676705280856	39.2548060110809	48.5662074073326
rs1389504	SNP	rs1389504	221	0.48	17934305	38.53	30.35	47.48	17841806	30.9118879560354	39.2983772164789	48.6049717650572
D16S683	STS	UT6629	343	0.43	17937873	38.53	30.35	47.48	17845321	30.9177901670909	39.3044468558747	48.6104064141654
rs1985311	SNP	TSC0038351	115	0.22	17944257	38.53	30.35	47.48	17851758	30.9283506254368	39.3153068833138	48.6201302930632
rs757189	SNP	rs757189	232	0.55	17988303	38.53	30.35	47.57	17895804	31.0039715977387	39.3929575779192	48.6871473500256
rs2158231	SNP	TSC1188756	256	0.45	17994640	38.53	30.35	47.57	17902141	31.0159732305563	39.4052361356761	48.6967598894739
rs1428104	SNP	TSC0636590	450	0.44	18011025	38.87	30.35	47.73	17918526	31.047004752367	39.4369836769174	48.7216141515634
D16S501	STS	AFM113XA9	122	0.57	18080683	39.31	32	47.73	17988180	31.1838864788735	39.5675681530488	48.8294025032754
rs1428097	SNP	TSC0636580	169	0.2	18093086	39.31	32	47.73	18000587	31.2087970869115	39.5903434870796	48.848825472501
rs1366208	SNP	rs1366208	90	0.21	18099307	39.31	32	47.73	18006808	31.2216608939289	39.6017935099066	48.8583034704731
D16S499	STS	AFM259XB9	324	0.68	18147013	39.31	32.02	47.73	18054388	31.3312341637762	39.6903839080521	48.9231749455666
rs904821	SNP	rs904821	292	0.45	18839672	40.19	32.68	48.21	18747173	33.9399851779942	41.2631697589766	49.5139449450617
