Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs6578305	SNP	rs6578305	289	0.47	3001120	8.68	2.94	13.86	2957696	4.08532408260501	8.66258217382572	13.2942890689062
rs1468102	SNP	rs1468102	191	0.44	3004526	8.68	2.94	13.86	2961102	4.09031730714249	8.67321619253856	13.3080082889386
rs451041	SNP	rs451041	215	0.49	3060725	8.68	5.63	13.86	3017301	4.20158996600883	8.84788075688559	13.5317398983352
D11S1923	STS	UT8115	73	0.53	3237762	10.31	5.63	15.45	3194337	4.61541465451372	9.35669306963977	14.1638909688948
rs956453	SNP	rs956453	204	0.41	3407529	10.31	5.63	15.45	3364105	5.0479352731494	9.81772438197438	14.685331949335
D11S1288	STS	UT637	42	0.48	3576717	10.78	6.25	15.78	3533292	5.57331811740104	10.1962775882372	15.0151856751186
rs879114	SNP	rs879114	192	0.34	3643778	10.91	6.25	16.06	3600354	5.7178966369022	10.2686953215423	15.0588773074231
rs1875	SNP	WIAF-3839	103	0.36	3714489	10.92	6.29	16.06	3671065	5.90401125504571	10.3597194413121	15.1054100324097
rs1451724	SNP	rs1451724	225	0.5	3856668	11.28	6.81	16.06	3813244	6.26600359053466	10.5742180986286	15.2170162658004
rs2193	SNP	WIAF-645	61	0.16	3870799	11.28	6.81	16.06	3827375	6.29663500694323	10.5932034478419	15.2336241504529
rs17081	SNP	WIAF-2696	101	0.37	3987830	11.28	6.81	16.06	3944406	6.47273945067004	10.7454695611836	15.3341662615225
rs54816	SNP	rs54816	251	0.5	4140229	11.28	6.81	16.06	4096805	6.57794449491912	10.9140369471448	15.4664434862215
rs1822285	SNP	rs1822285	197	0.43	4232627	11.28	6.81	16.06	4189203	6.62734382900099	11.0102195858374	15.5584020811705
rs11032081	SNP	rs11032081	156	0.22	4415319	11.28	6.81	16.06	4371895	6.72982036069585	11.2145341835943	15.8010685512683
rs1376681	SNP	rs1376681	295	0.45	4431094	11.71	6.81	16.8	4387670	6.74027296330649	11.2335564143066	15.8295689922222
rs10734419	SNP	rs10734419	275	0.49	4497753	11.71	6.81	16.8	4454329	6.77296865791155	11.3489585249538	15.9800320082418
D11S988	STS	MFD257	126	0.72	4539851	11.71	6.81	16.8	4496426	6.79099563534169	11.4183408178369	16.0780310055564
rs1605026	SNP	TSC0752945	297	0.44	4549899	11.71	6.82	16.8	4506475	6.79588185569316	11.4337692809808	16.1011315913800
rs919518	SNP	TSC0233008	52	0.09	4594924	11.71	6.82	16.8	4551500	6.81678343615704	11.5011389805580	16.2016474584827
rs931811	SNP	TSC0257902	375	0.54	4623788	11.71	6.82	16.8	4580364	6.82448192677686	11.5341993446211	16.2488844411369
rs1685	SNP	rs1685	46	0.21	4701510	11.73	6.82	16.8	4658086	6.86069219672781	11.6350103225304	16.4161468236046
D11S1758	STS	AFM098YB3	904	0.66	4735970	11.89	6.82	16.8	4692456	6.88005699305099	11.7110635778851	16.5159495034252
D11S4181	STS	AFMC006XB9	747	0.79	4767933	12.15	7.24	16.8	4724417	6.89904242780934	11.7761887210607	16.6064956376590
D11S2362	STS	ATA33B03	1012	0.78	4912169	12.15	7.24	16.8	4868722	6.98964148321673	12.0671560486648	17.0430783468482
rs1609812	SNP	rs1609812	104	0.19	5247141	13.69	7.29	19.63	5203717	7.42589007521751	12.9410445740652	18.3615839521194
HBB	RFLP	HBB	435	0.72	5248016	13.69	7.84	19.63	5204592	7.4272622845049	12.9435534943763	18.3648632070388
HBBC	STS	HBBC	235	0.47	5250877	13.69	7.84	19.63	5207453	7.43174901681486	12.951756946959	18.3755854336955
rs968856	SNP	rs968856	202	0.43	5260576	13.69	7.84	19.63	5217152	7.44695936867585	12.9795672533553	18.4119345690826
D11S1760	STS	AFM114YC9	758	0.76	5384432	13.69	7.84	19.63	5340912	7.65597610711815	13.2941042099273	18.8344933856739
rs1391613	SNP	rs1391613	72	0.16	5427104	13.69	7.84	19.63	5383680	7.72403386983309	13.3984868545677	18.9595013515630
rs1391612	SNP	rs1391612	60	0.14	5427118	13.69	7.84	19.63	5383694	7.72405440216879	13.3985200650669	18.9595421974187
rs1353736	SNP	rs1353736	72	0.17	5427222	13.69	7.84	19.63	5383798	7.72420692809112	13.3987667716329	18.9598456237755
rs1391611	SNP	rs1391611	56	0.13	5427434	13.69	7.84	19.63	5384010	7.7245178463174	13.3992696734789	18.9604641467337
rs1391610	SNP	rs1391610	50	0.1	5427455	13.69	7.84	19.63	5384031	7.72454864482095	13.3993194892278	18.9605254155172
rs979752	SNP	rs979752	269	0.51	5539139	13.69	7.84	19.63	5495715	7.9359811229295	13.6637874120355	19.2899684148719
rs1433567	SNP	rs1433567	227	0.54	5544512	13.69	7.84	19.63	5501088	7.94481687813066	13.6763997040275	19.3063553490087
D11S4124	STS	AFMA323YD5	552	0.65	5559021	13.69	7.84	19.63	5515469	7.96867654167315	13.7104573523639	19.350605865925
rs1368697	SNP	rs1368697	128	0.47	5578992	14.44	7.84	20.6	5535568	8.00519302428028	13.7583814492248	19.4085474544301
rs967665	SNP	TSC0275359	308	0.51	5587561	14.44	7.84	20.6	5544137	8.02123387795538	13.7790503416184	19.4331076660043
rs892336	SNP	rs892336	250	0.47	5602679	14.44	7.84	20.6	5559255	8.04953421940247	13.8155157769326	19.4764384255538
rs7942070	SNP	rs7942070	300	0.51	5603670	14.44	7.84	20.6	5560246	8.05138933505098	13.8179061226394	19.4792788001214
rs11819833	SNP	rs11819833	283	0.46	5613410	14.44	7.84	20.6	5569986	8.06962225777188	13.8413995304950	19.5071952968810
rs2179	SNP	WIAF-623	95	0.44	5723107	14.84	9.46	20.6	5679683	8.30414265684437	14.0998912833260	19.8002955748295
rs1901845	SNP	rs1901845	166	0.36	5857502	14.84	9.46	20.6	5814078	8.5759764564807	14.4113699464063	20.1526335435274
rs16785	SNP	WIAF-3053	91	0.37	5859094	14.84	9.46	20.6	5815670	8.57937529262744	14.4150362377019	20.1565090114631
D11S1338	STS	AFM289YC5	357	0.73	5987976	14.84	9.46	20.6	5944487	8.8924274146813	14.7074834993915	20.4217144920874
D11S1323	STS	AFM248XF9	406	0.61	6276684	14.84	9.46	20.6	6233180	9.47906076372132	15.3173526302330	20.9462786749398
rs906895	SNP	rs906895	233	0.46	6280248	14.84	9.46	20.6	6236824	9.48629793829577	15.3242902195042	20.9540683539031
rs1488872	SNP	rs1488872	192	0.33	6350417	16.36	9.9	22.45	6306993	9.59066923482773	15.4586068816934	21.1159943304574
D11S1997	STS	D11S1997	135	0.83	6358119	16.36	9.9	22.45	6314695	9.59691080352781	15.4730390646616	21.1349390711732
rs2682106	SNP	rs2682106	149	0.22	6378795	16.36	9.9	22.45	6335371	9.61273831720004	15.5114914680765	21.1879394719371
rs2075583	SNP	rs2075583	215	0.39	6423630	16.36	9.9	22.45	6380206	9.64162896480424	15.5931722559811	21.3154114920118
D11S4905	STS	D11S4905	18	0.3	6490031	16.36	9.9	22.45	6446607	9.67261453724536	15.7054137265668	21.5115831782333
rs2890	SNP	WIAF-820	43	0.21	6621225	16.36	9.9	22.45	6577801	9.74475401771134	15.9227014257533	21.9009891951558
rs1395558	SNP	rs1395558	208	0.42	6727468	16.36	9.9	22.45	6684044	9.82176276913738	16.1066314837366	22.1971185644511
rs1354801	SNP	rs1354801	209	0.43	6727573	16.36	9.9	22.45	6684149	9.82182874862097	16.1068066813505	22.1974186252174
rs1388537	SNP	rs1388537	108	0.28	6936002	16.89	9.9	23.95	6892578	9.87170075782268	16.4461759007279	22.8181560366590
rs721322	SNP	rs721322	198	0.49	7056837	16.89	9.9	23.99	7013413	9.89030571193389	16.5997149264409	23.1831093218431
rs2055708	SNP	TSC1081891	189	0.25	7272026	17.15	9.9	24.69	7228602	10.0157663282960	16.9266341632075	23.8174190657512
D11S1331	STS	AFM277WG1	572	0.69	7292012	17.15	9.9	24.69	7248586	10.0391900908690	16.9653089103331	23.8710554378019
rs960647	SNP	TSC0263949	229	0.43	7298696	17.15	9.9	24.69	7255272	10.0531372462882	16.9785116451735	23.8860595876225
rs2200650	SNP	TSC1254410	227	0.54	7326195	17.15	9.9	24.71	7282771	10.1105179804104	17.032829718988	23.9477889586452
rs10839786	SNP	rs10839786	181	0.28	7473153	17.9	9.9	25.52	7429729	10.3298654736927	17.3111382376032	24.3013171755797
rs10732509	SNP	rs10732509	321	0.47	7488872	17.9	10.28	25.52	7445448	10.3576707057662	17.3412692904263	24.3394764436373
D11S1996	STS	ATA22H01	411	0.55	7708433	17.9	10.28	25.52	7664923	10.7634212710974	17.7903540839933	24.80713007531
rs1351650	SNP	rs1351650	191	0.47	7746810	17.93	10.28	25.52	7703386	10.8324706791046	17.8658856769980	24.8852215854766
rs722183	SNP	rs722183	59	0.16	7775862	17.93	11.06	25.52	7732438	10.8847089695341	17.9193929570595	24.9438655127537
rs1384505	SNP	rs1384505	52	0.31	7775909	17.93	11.06	25.52	7732485	10.8847934800549	17.9194795205375	24.943960386242
rs3280	SNP	WIAF-1767	71	0.46	7856509	18.04	11.34	25.52	7813085	11.0372526045666	18.0837084740967	25.1028682792062
D11S4954	other	D11S4954	33	0.64	7910921	19.83	12.98	25.52	7867497	11.1386939209370	18.1866927248654	25.2038051220143
D11S932	STS	AFM240VH2	134	0.61	8390763	20.05	13.03	25.52	8347269	12.0978154780802	19.1061979300642	25.9618152604719
rs726007	SNP	rs726007	115	0.33	8465963	20.05	13.03	27.11	8422539	12.3067201497195	19.2648961904577	26.055915370093
rs725502	SNP	rs725502	186	0.44	8503743	20.05	13.03	27.11	8460319	12.4024805272589	19.3470120915610	26.0972480237903
D11S4962	STS	D11S4962	34	0.38	8715128	20.05	13.03	27.11	8671704	12.786325529136	19.6726486789056	26.3368313953144
rs905290	SNP	rs905290	308	0.5	8753729	20.05	13.03	27.11	8710305	12.8357919274672	19.7183824455905	26.3808153007037
D11S909	STS	AFM154XB6	788	0.65	8775557	20.05	13.03	27.11	8732055	12.8686161646754	19.752107765352	26.4017427913998
rs10279	SNP	rs10279	204	0.36	8969309	20.45	13.03	27.27	8925885	13.1352317088097	20.0039700809808	26.6207091954142
rs1367	SNP	rs1367	31	0.11	9042569	20.45	13.16	27.27	8999145	13.2060533754129	20.0790312697065	26.7045790872358
D11S4188	STS	AFM326XE1	107	0.58	9067116	20.45	13.25	27.56	9023681	13.2251642989242	20.1012687214586	26.7322270302627
D11S4149	STS	AFMB285XH9	924	0.7	9130048	20.45	13.25	27.56	9086485	13.2747958927034	20.1586800078908	26.801595828199
D11S4422	STS	D11S4422	179	0.5	9244043	20.45	13.25	27.56	9200619	13.3097813122648	20.2486506741735	26.9234658818818
rs5014247	SNP	rs5014247	231	0.42	9309405	20.45	13.25	27.56	9265981	13.3203314290542	20.2995557342630	26.9820139532317
rs11042338	SNP	rs11042338	299	0.48	9429695	20.45	13.89	27.56	9386271	13.3368428584411	20.3734513543872	27.1086915739447
rs1372811	SNP	rs1372811	216	0.53	10242200	20.59	13.89	27.56	10198776	13.4833771213966	20.5940490059258	27.7619936500463
rs1375998	SNP	TSC0532729	263	0.41	10380775	21.22	13.89	28.67	10337351	13.5973182295375	20.7670799391696	27.9043016982366
D11S1904	STS	UT737	615	0.83	10387666	21.22	13.89	28.67	10344113	13.6072116032848	20.7743465749815	27.9104903351422
rs1450269	SNP	TSC0677001	132	0.18	10392372	21.22	13.89	28.67	10348948	13.6139679836149	20.7793091040965	27.9147166775132
rs2198009	SNP	TSC1250968	315	0.48	10403577	21.22	13.89	28.67	10360153	13.6300549452805	20.7911249006823	27.9247796112714
D11S4465	STS	D11S4465	138	0.8	10578206	21.51	14.06	28.96	10534782	13.9234702818159	21.0253181126589	28.1201764723124
rs1425152	SNP	TSC0630914	409	0.55	10649161	21.51	14.08	28.96	10605737	14.0322243701520	21.1365930443206	28.1986847088269
rs722274	SNP	rs722274	172	0.33	10685584	21.51	14.08	28.96	10642160	14.0969657868244	21.1881302933205	28.2400059917798
rs1425151	SNP	TSC0630913	172	0.37	10688217	21.51	14.08	28.96	10644793	14.1016459106499	21.1918558946333	28.2429930861437
D11S1329	STS	AFM269ZA5	566	0.73	10716880	21.51	14.08	28.96	10673426	14.1586791949117	21.2395767234358	28.2765911255779
D11S1999	STS	GATA23F06	1170	0.8	10719989	21.51	14.08	28.96	10676565	14.1650763847643	21.2450012028116	28.2802728660685
rs2018368	SNP	TSC0084128	246	0.53	10740366	21.51	14.08	28.96	10696942	14.2070048304467	21.2805543119273	28.3044037203548
rs1386147	SNP	rs1386147	204	0.45	10949045	21.76	14.85	28.96	10905621	14.6852153907024	21.6711465262187	28.5850358462144
D11S1346	STS	AFM319WA9	936	0.8	10959374	21.95	14.85	28.96	10915848	14.7110189980345	21.6897581549661	28.5985127629795
D11S875	STS	MFD166	754	0.72	11034094	21.95	14.85	28.96	10990651	14.9155250515519	21.8559316384511	28.7000394701741
rs10743166	SNP	rs10743166	250	0.45	11049276	21.95	14.85	28.96	11005852	14.9594963235224	21.8864872016628	28.7212982263088
rs1394119	SNP	rs1394119	165	0.43	11152320	22.22	14.85	30.09	11108896	15.2679974007477	22.1206514950448	28.8702548394693
D11S1921	STS	UT7086	281	0.56	11244559	22.88	15.91	30.09	11201134	15.5604886068917	22.3567017789075	29.0131486876535
D11S4189	STS	AFM330WD5	162	0.94	11518755	23.63	17.08	30.09	11475279	16.5928768910841	23.0232879784086	29.4288780787396
D11S4194	STS	AFMA047ZC5	825	0.77	11721051	23.63	17.08	30.09	11677615	17.4016110116293	23.603341202168	29.6962859935469
D11S1349	STS	AFM323WF5	547	0.84	11752524	24.16	17.98	30.09	11709077	17.5157448486510	23.6828768910047	29.737158778111
rs1993351	SNP	rs1993351	186	0.41	11809545	24.16	17.98	30.12	11766121	17.7300899306517	23.8315461511665	29.8112889627433
rs2015963	SNP	rs2015963	238	0.53	12127479	24.96	18.8	31.23	12084055	19.0162155650484	24.6783357018190	30.2238145200404
rs1994318	SNP	rs1994318	305	0.45	12159661	25.06	18.8	31.23	12116237	19.1392196102315	24.7543036383346	30.2611708971757
rs11022208	SNP	rs11022208	278	0.55	12168827	25.23	18.84	31.23	12125403	19.1718149374707	24.7774526983034	30.2715076591434
rs7117024	SNP	rs7117024	289	0.47	12199308	25.27	19.39	31.23	12155884	19.2802088027967	24.8544335511194	30.3058819599877
rs871703	SNP	rs871703	150	0.43	12229116	25.27	19.39	31.23	12185692	19.382860553648	24.9266905885808	30.3402829758495
rs16936	SNP	WIAF-3019	107	0.36	12466781	26.23	21.28	31.23	12423357	20.1774339853414	25.4630469289934	30.6214690878236
rs16865	SNP	WIAF-3139	123	0.51	12562057	26.23	21.28	31.23	12518633	20.466098677205	25.6459413238359	30.7230848518344
rs17160	SNP	WIAF-3129	114	0.5	12562223	26.23	21.28	31.23	12518799	20.4665741025166	25.6462361560289	30.7232761237354
rs16864	SNP	WIAF-3125	126	0.41	12562382	26.23	21.28	31.23	12518958	20.4670294797728	25.6465185555390	30.7234593299539
rs1365406	SNP	rs1365406	225	0.49	12562720	26.23	21.28	31.23	12519296	20.4679975144433	25.6471188765103	30.7238487871983
D11S4461	STS	D11S4461	87	0.42	12760578	26.42	21.3	31.37	12717153	21.0209295458607	26.0257195394899	30.9449060625221
D11S1315	STS	AFM212YF12	75	0.6	12804576	26.43	21.3	31.38	12761042	21.1279152344996	26.1005663469739	30.9923720242325
rs1899068	SNP	rs1899068	158	0.52	12872156	26.43	21.3	31.38	12828732	21.2777470717717	26.2144613262672	31.0633926299951
D11S1334	STS	AFM283WG1	673	0.79	12879059	26.48	21.56	31.65	12835634	21.2966821159444	26.2254014418483	31.0706804446053
D11S4116	STS	AFMA281WF5	788	0.8	12950673	26.91	21.56	32.01	12907174	21.4620392845926	26.3361732207724	31.1464447383424
D11S569	STS	CCI11-434	458	0.79	13165705	26.91	22.01	32.01	13122280	21.8490974838495	26.6254253732103	31.3680255000204
rs1074157	SNP	rs1074157	39	0.1	13195463	26.91	22.01	32.01	13152039	21.9002849129245	26.6611435320217	31.397545119667
D11S1794	STS	AFM323XC5	838	0.71	13335758	26.91	22.01	32.01	13292332	22.0909197060272	26.8386323289586	31.5343478947218
rs1982350	SNP	rs1982350	309	0.48	13350131	26.91	22.01	32.01	13306707	22.1067751921232	26.8539041589655	31.5484006361129
rs969486	SNP	rs969486	224	0.37	13403135	27.3	22.01	32.02	13359711	22.1669470486540	26.9051691324969	31.5988639962381
D11S926	STS	AFM224ZC7	715	0.69	13452465	27.35	22.01	32.56	13409034	22.2175776962965	26.9558606753176	31.6382496348769
rs730414	SNP	rs730414	244	0.52	13458854	27.35	22.52	32.56	13415430	22.2238869997131	26.9604193788172	31.6457257878782
rs694	SNP	rs694	49	0.62	13514417	27.38	22.52	32.56	13470993	22.2778978425860	27.001314700025	31.7068827964582
PTH	STS	PTH	150	0.38	13514503	27.41	22.52	32.56	13471079	22.2779753732210	27.0013868239405	31.7069501901646
rs966099	SNP	rs966099	141	0.29	13757654	27.41	22.52	32.56	13714230	22.4312879411429	27.1879897773317	31.9322630890346
D11S1348	STS	AFM323VC1	658	0.59	13868773	27.68	22.52	32.56	13825267	22.463450802563	27.2495566693069	32.0516531157437
D11S1307	STS	AFM166ZE1	824	0.73	14251403	27.88	22.68	32.56	14207888	22.5613725310787	27.4638969605961	32.3916204612891
rs8570	SNP	rs8570	187	0.4	14300759	27.88	22.68	33.32	14257335	22.5874347285925	27.4976572239105	32.4313868877560
D11S4170	STS	AFMB341YE5	869	0.78	14435514	27.88	22.68	33.32	14392009	22.6292704431165	27.570871394057	32.5566657892188
D11S861	STS	A136	403	0.84	14492400	27.88	22.68	33.32	14448933	22.6457650202448	27.6066443639734	32.6077429876910
D11S4193	STS	AFM019TB4	339	0.6	14837418	27.88	22.68	33.32	14793801	22.9063635986899	27.8798603758291	32.9191352364951
rs952301	SNP	rs952301	173	0.53	14928267	27.88	22.68	33.32	14884843	22.9808066619915	27.9572163580562	33.0073397670738
rs2076837	SNP	rs2076837	215	0.46	14974585	27.88	22.68	34.05	14931161	23.0173439508953	27.9921573214243	33.0452752427547
rs1945627	SNP	rs1945627	21	0.04	15226187	28.66	23.37	34.05	15182763	23.3388659307933	28.2835700409036	33.3369651479616
rs1792550	SNP	rs1792550	184	0.48	15226276	28.78	23.45	34.05	15182852	23.3389561267699	28.2836605977265	33.3370761144094
D11S4121	STS	AFMA306XG5	835	0.83	15302827	28.78	23.45	34.05	15259309	23.4242675018207	28.3691698046281	33.4258949928692
D11S1901	STS	UT691	64	0.54	15412370	28.78	23.45	34.05	15368783	23.5423867191233	28.4955458086366	33.5728033620189
D11S1791	STS	AFM294ZG5	574	0.57	15537852	28.78	23.45	34.05	15494340	23.6802283616801	28.6395701401946	33.7312657598579
rs991504	SNP	rs991504	29	0.07	15682835	28.86	23.99	34.05	15639411	23.7978164284938	28.7976929385621	33.921656874125
rs900865	SNP	rs900865	248	0.53	15729843	28.86	23.99	34.05	15686419	23.8329499344524	28.8445738263005	33.9866728218188
rs722317	SNP	rs722317	258	0.48	15923562	29.76	23.99	35.21	15880138	23.9525997139758	29.0425606353270	34.2458910436555
D11S419	STS	D11S419	640	0.46	15956490	29.76	24.72	35.21	15913017	23.9739513442867	29.07616882762	34.2884612717153
rs4539287	SNP	rs4539287	322	0.55	15993057	29.76	24.72	35.21	15949633	23.9983883398946	29.1156484297646	34.3354651877923
rs12276728	SNP	rs12276728	318	0.56	15996866	29.76	24.72	35.21	15953442	24.0023825184844	29.1207145218697	34.3403285700112
rs4757379	SNP	rs4757379	329	0.54	16014954	29.76	24.72	35.21	15971530	24.0213498858599	29.1447721417167	34.3634235706875
rs1349986	SNP	rs1349986	204	0.57	16194177	29.76	24.72	35.21	16150753	24.1907730986725	29.3446398258901	34.5949845653276
D11S1397	STS	GGAT1C7	186	0.64	16197566	29.76	24.72	35.21	16154142	24.1943389595899	29.3483680133221	34.599076089692
D11S4099	STS	AFMA204YA9	136	0.88	16913863	30.58	24.72	36.49	16870321	24.9892432926397	30.2057606653715	35.4158263293316
D11S4160	STS	AFMB326XF9	519	0.78	17045755	30.58	24.72	36.49	17002293	25.1524591651824	30.3557590299615	35.561908217225
D11S1981	STS	GATA48E02	964	0.8	17086204	30.58	24.72	36.49	17042780	25.2001441909961	30.4011165429389	35.6001297143775
D11S921	STS	AFM212XA11	829	0.74	17284423	30.69	24.72	36.49	17240921	25.4583247709031	30.6190991258927	35.7801306517286
rs214101	SNP	rs214101	242	0.51	17289354	30.69	24.72	36.49	17245930	25.4645480988681	30.6248482079555	35.7847067102902
rs722341	SNP	rs722341	72	0.17	17473146	30.69	24.72	36.49	17429722	25.7390694764383	30.8440059542042	35.9512669042076
D11S902	STS	AFM072YD3	1058	0.84	17488506	30.69	24.94	36.49	17445017	25.7580380217144	30.8623916149000	35.9647520464624
rs16770	SNP	WIAF-3023	58	0.19	17538772	30.69	24.94	36.49	17495348	25.8245941806844	30.9207333117931	36.007287602068
D11S4138	STS	AFMB036YH5	158	0.88	17755751	31.88	27.38	36.49	17712295	26.2319643721652	31.2051395563189	36.1799911165974
D11S4130	STS	AFMB001VB5	653	0.63	17761205	32.1	27.38	36.5	17717780	26.2409218974995	31.2132700343576	36.1843739654575
D11S1888	STS	AFMA134XE9	767	0.76	17777935	32.1	27.38	36.87	17734483	26.2727149253125	31.2377210306309	36.198001711796
rs1528	SNP	WIAF-3492	46	0.18	17809724	32.1	27.57	36.87	17766300	26.3495261170427	31.2823225794149	36.2245932440262
rs2237923	SNP	rs2237923	284	0.47	17936913	32.1	27.57	36.87	17893489	26.6682795402928	31.4719652830680	36.3197768826142
D11S1310	STS	AFM200ZF10	145	0.73	17939989	32.1	27.57	36.87	17896504	26.676041270599	31.4767358473221	36.3216884844872
rs728639	SNP	rs728639	212	0.47	17948537	32.1	27.57	36.87	17905113	26.6976106043629	31.4899929290009	36.3270006993151
rs536717	SNP	rs536717	166	0.3	18002657	32.1	27.57	36.87	17959233	26.8395488264202	31.572531879055	36.3591840482243
D11S4096	STS	AFMA190ZG5	158	0.85	18581444	32.1	27.57	37.9	18537907	28.091154709758	32.3201888479572	36.7618503395173
D11S455	STS	CI11-242	132	0.41	18764893	32.79	27.57	37.9	18721468	28.4844733403025	32.6299358737545	36.9706636275193
rs721067	SNP	rs721067	59	0.1	19212726	33.91	30.16	37.9	19169302	29.6195651409053	33.5580041133850	37.5472890377473
D11S2368	STS	GATA73B08	973	0.79	19281066	33.91	30.16	37.9	19237642	30.0133941573105	33.8348134671885	37.6697173619259
D11S899	STS	AFM022TH2	767	0.76	19418925	34.55	31.11	38.22	19375490	30.7600335698063	34.363167529801	37.896018670426
rs901575	SNP	TSC0178026	341	0.43	19472784	35.28	32.06	38.66	19429360	31.0788619986883	34.5717153822822	37.9865059650384
rs1386450	SNP	rs1386450	181	0.35	19487617	35.28	32.06	38.66	19444193	31.1828105212338	34.6364298838552	38.0144480682173
rs1487181	SNP	TSC0717586	234	0.38	19541137	35.28	32.06	38.66	19497713	31.5310991395277	34.8519205162375	38.1055889331848
D11S1308	STS	AFM189XC1	458	0.51	19650957	35.28	32.06	38.66	19607493	32.2011232755087	35.2849848307222	38.2750733296219
rs1895727	SNP	rs1895727	266	0.52	19777715	35.28	32.06	38.66	19734291	32.9274583101214	35.7620373026379	38.464406656953
rs1035701	SNP	rs1035701	264	0.52	19777796	35.28	32.06	38.66	19734372	32.9279653199960	35.7623657864543	38.4645331627081
rs2896583	SNP	rs2896583	316	0.45	19801267	35.71	32.06	39.15	19757843	33.0748792553934	35.8575490414679	38.5011901574811
rs1443118	SNP	rs1443118	265	0.51	19861995	35.71	32.06	39.15	19818571	33.4547916754212	36.0937843680568	38.6048388461282
rs2707094	SNP	rs2707094	201	0.38	19885687	36.78	32.06	39.6	19842263	33.6018380734893	36.1852910046234	38.644971028601
rs1812624	SNP	rs1812624	91	0.25	19930435	36.78	33.71	39.6	19887011	33.8738409608276	36.3678981607172	38.7076818811283
rs894557	SNP	rs894557	70	0.14	19956427	36.78	33.71	39.6	19913003	34.0304499045709	36.4681155724397	38.7472238282514
rs1372990	SNP	rs1372990	183	0.47	19956593	36.78	33.71	39.6	19913169	34.0314489896501	36.4687509268306	38.747478865307
rs894558	SNP	rs894558	75	0.13	19956790	36.78	33.71	39.6	19913366	34.0326346508586	36.4695049317402	38.7477815297646
D11S4106	STS	AFMA223WB9	238	0.25	19977824	37.31	34.95	39.6	19934375	34.1592295638486	36.5500112224467	38.7800974901745
rs1822272	SNP	rs1822272	146	0.3	20079987	37.31	34.95	39.6	20036563	34.769002266137	36.9268426485542	38.9478782633819
